[DEBUG] 2023-03-21 22:23:49.950 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2023-03-21 22:23:49.954 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2023-03-21 22:23:49.960 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2023-03-21 22:23:50.078 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2023-03-21 22:23:50.084 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2023-03-21 22:23:50.468 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [.//Hibernate/Hiberntae Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2023-03-21 22:23:50.471 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2023-03-21 22:23:50.497 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2023-03-21 22:23:51.011 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2023-03-21 22:23:51.034 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2023-03-21 22:23:51.035 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2023-03-21 22:23:51.054 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2023-03-21 22:23:51.085 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@3872bc37
[DEBUG] 2023-03-21 22:23:51.100 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@3872bc37
[DEBUG] 2023-03-21 22:23:51.101 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@3872bc37
[DEBUG] 2023-03-21 22:23:51.101 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@2cfa2c4f
[DEBUG] 2023-03-21 22:23:51.102 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@11b455e5
[DEBUG] 2023-03-21 22:23:51.102 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@6d025d1d
[DEBUG] 2023-03-21 22:23:51.103 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@e8ea697
[DEBUG] 2023-03-21 22:23:51.103 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@e8ea697
[DEBUG] 2023-03-21 22:23:51.103 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@e8ea697
[DEBUG] 2023-03-21 22:23:51.103 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@5ff2b8ca
[DEBUG] 2023-03-21 22:23:51.104 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@5ff2b8ca
[DEBUG] 2023-03-21 22:23:51.104 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@5ff2b8ca
[DEBUG] 2023-03-21 22:23:51.105 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@5fe7f967
[DEBUG] 2023-03-21 22:23:51.105 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@5fe7f967
[DEBUG] 2023-03-21 22:23:51.105 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@5fe7f967
[DEBUG] 2023-03-21 22:23:51.106 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@5e8cda75
[DEBUG] 2023-03-21 22:23:51.106 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@5e8cda75
[DEBUG] 2023-03-21 22:23:51.106 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@5e8cda75
[DEBUG] 2023-03-21 22:23:51.107 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@222afc67
[DEBUG] 2023-03-21 22:23:51.107 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@222afc67
[DEBUG] 2023-03-21 22:23:51.107 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@222afc67
[DEBUG] 2023-03-21 22:23:51.107 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@3ae9d1e2
[DEBUG] 2023-03-21 22:23:51.107 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@3ae9d1e2
[DEBUG] 2023-03-21 22:23:51.107 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@3ae9d1e2
[DEBUG] 2023-03-21 22:23:51.108 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@2e060819
[DEBUG] 2023-03-21 22:23:51.110 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@2e060819
[DEBUG] 2023-03-21 22:23:51.111 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@2e060819
[DEBUG] 2023-03-21 22:23:51.137 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@216914
[DEBUG] 2023-03-21 22:23:51.139 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@216914
[DEBUG] 2023-03-21 22:23:51.141 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@61af1510
[DEBUG] 2023-03-21 22:23:51.141 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@61af1510
[DEBUG] 2023-03-21 22:23:51.150 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@3901f6af
[DEBUG] 2023-03-21 22:23:51.151 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@3901f6af
[DEBUG] 2023-03-21 22:23:51.152 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@47af099e
[DEBUG] 2023-03-21 22:23:51.152 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@2c8662ac
[DEBUG] 2023-03-21 22:23:51.154 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@ef1695a
[DEBUG] 2023-03-21 22:23:51.154 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@ef1695a
[DEBUG] 2023-03-21 22:23:51.155 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@27b45ea
[DEBUG] 2023-03-21 22:23:51.155 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@27b45ea
[DEBUG] 2023-03-21 22:23:51.168 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@53a9fcfd
[DEBUG] 2023-03-21 22:23:51.168 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@53a9fcfd
[DEBUG] 2023-03-21 22:23:51.169 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@2dfe5525
[DEBUG] 2023-03-21 22:23:51.177 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@2dfe5525
[DEBUG] 2023-03-21 22:23:51.179 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@6d303498
[DEBUG] 2023-03-21 22:23:51.180 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@6d303498
[DEBUG] 2023-03-21 22:23:51.182 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@29eda4f8
