[DEBUG] 2023-03-23 14:52:42.821 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2023-03-23 14:52:42.839 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2023-03-23 14:52:42.847 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2023-03-23 14:52:43.117 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2023-03-23 14:52:43.119 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2023-03-23 14:52:43.633 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [.//Hibernate/Hiberntae Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2023-03-23 14:52:43.634 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2023-03-23 14:52:43.643 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2023-03-23 14:52:44.188 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2023-03-23 14:52:44.204 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2023-03-23 14:52:44.211 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2023-03-23 14:52:44.263 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2023-03-23 14:52:44.304 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@574cd322
[DEBUG] 2023-03-23 14:52:44.305 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@574cd322
[DEBUG] 2023-03-23 14:52:44.305 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@574cd322
[DEBUG] 2023-03-23 14:52:44.316 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@3b1ed14b
[DEBUG] 2023-03-23 14:52:44.317 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@a0f53fc
[DEBUG] 2023-03-23 14:52:44.318 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@181e72d3
[DEBUG] 2023-03-23 14:52:44.319 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@6b69761b
[DEBUG] 2023-03-23 14:52:44.319 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@6b69761b
[DEBUG] 2023-03-23 14:52:44.320 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@6b69761b
[DEBUG] 2023-03-23 14:52:44.321 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@3e47a03
[DEBUG] 2023-03-23 14:52:44.349 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@3e47a03
[DEBUG] 2023-03-23 14:52:44.350 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@3e47a03
[DEBUG] 2023-03-23 14:52:44.351 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@278667fd
