[DEBUG] 2023-03-25 13:23:35.409 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2023-03-25 13:23:35.424 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2023-03-25 13:23:35.441 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2023-03-25 13:23:35.775 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2023-03-25 13:23:35.778 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2023-03-25 13:23:36.434 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [.//Hibernate/Hiberntae Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2023-03-25 13:23:36.435 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2023-03-25 13:23:36.454 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2023-03-25 13:23:37.188 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2023-03-25 13:23:37.220 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2023-03-25 13:23:37.222 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2023-03-25 13:23:37.312 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2023-03-25 13:23:37.403 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@43a0a32d
[DEBUG] 2023-03-25 13:23:37.411 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@43a0a32d
[DEBUG] 2023-03-25 13:23:37.411 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@43a0a32d
[DEBUG] 2023-03-25 13:23:37.412 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@5f117b3d
[DEBUG] 2023-03-25 13:23:37.412 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@4cfa8227
[DEBUG] 2023-03-25 13:23:37.414 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@987455b
[DEBUG] 2023-03-25 13:23:37.414 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@574cd322
[DEBUG] 2023-03-25 13:23:37.414 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@574cd322
[DEBUG] 2023-03-25 13:23:37.414 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@574cd322
[DEBUG] 2023-03-25 13:23:37.415 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@475646d4
