[DEBUG] 2023-03-22 18:51:37.050 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2023-03-22 18:51:37.114 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2023-03-22 18:51:37.191 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2023-03-22 18:51:37.951 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2023-03-22 18:51:37.960 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2023-03-22 18:51:38.581 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [.//Hibernate/Hiberntae Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2023-03-22 18:51:38.581 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2023-03-22 18:51:38.606 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2023-03-22 18:51:40.141 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2023-03-22 18:51:40.189 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2023-03-22 18:51:40.190 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2023-03-22 18:51:40.258 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2023-03-22 18:51:40.427 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@28737371
[DEBUG] 2023-03-22 18:51:40.427 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@28737371
[DEBUG] 2023-03-22 18:51:40.427 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@28737371
[DEBUG] 2023-03-22 18:51:40.428 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@295bf2a
[DEBUG] 2023-03-22 18:51:40.429 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@4eb1c69
[DEBUG] 2023-03-22 18:51:40.435 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@18460128
[DEBUG] 2023-03-22 18:51:40.436 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@396ef8b2
[DEBUG] 2023-03-22 18:51:40.436 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@396ef8b2
[DEBUG] 2023-03-22 18:51:40.437 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@396ef8b2
[DEBUG] 2023-03-22 18:51:40.445 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@4cfa8227
[DEBUG] 2023-03-22 18:51:40.446 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@4cfa8227
[DEBUG] 2023-03-22 18:51:40.446 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@4cfa8227
[DEBUG] 2023-03-22 18:51:40.448 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@2ec3633f
[DEBUG] 2023-03-22 18:51:40.448 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@2ec3633f
[DEBUG] 2023-03-22 18:51:40.448 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@2ec3633f
[DEBUG] 2023-03-22 18:51:40.449 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@119c745c
[DEBUG] 2023-03-22 18:51:40.450 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@119c745c
[DEBUG] 2023-03-22 18:51:40.452 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@119c745c
[DEBUG] 2023-03-22 18:51:40.453 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@3db972d2
[DEBUG] 2023-03-22 18:51:40.454 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@3db972d2
[DEBUG] 2023-03-22 18:51:40.454 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@3db972d2
[DEBUG] 2023-03-22 18:51:40.470 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@5c448433
[DEBUG] 2023-03-22 18:51:40.471 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@5c448433
[DEBUG] 2023-03-22 18:51:40.471 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@5c448433
[DEBUG] 2023-03-22 18:51:40.473 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@158f4cfe
[DEBUG] 2023-03-22 18:51:40.473 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@158f4cfe
[DEBUG] 2023-03-22 18:51:40.474 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@158f4cfe
[DEBUG] 2023-03-22 18:51:40.475 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@7dd611c8
[DEBUG] 2023-03-22 18:51:40.475 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@7dd611c8
[DEBUG] 2023-03-22 18:51:40.478 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@1a2909ae
[DEBUG] 2023-03-22 18:51:40.478 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@1a2909ae
[DEBUG] 2023-03-22 18:51:40.481 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@750ff7d3
[DEBUG] 2023-03-22 18:51:40.481 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@750ff7d3
[DEBUG] 2023-03-22 18:51:40.485 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@7636823f
[DEBUG] 2023-03-22 18:51:40.486 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@7fd26ad8
[DEBUG] 2023-03-22 18:51:40.491 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@54cf7c6a
[DEBUG] 2023-03-22 18:51:40.492 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@54cf7c6a
[DEBUG] 2023-03-22 18:51:40.494 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@73010765
[DEBUG] 2023-03-22 18:51:40.502 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@73010765
[DEBUG] 2023-03-22 18:51:40.508 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@64b3b1ce
[DEBUG] 2023-03-22 18:51:40.513 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@64b3b1ce
[DEBUG] 2023-03-22 18:51:40.518 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@56afdf9a
[DEBUG] 2023-03-22 18:51:40.519 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@56afdf9a
[DEBUG] 2023-03-22 18:51:40.520 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@17c2d509
[DEBUG] 2023-03-22 18:51:40.520 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@17c2d509
