[DEBUG] 2023-03-23 14:40:56.876 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2023-03-23 14:40:56.916 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2023-03-23 14:40:56.937 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2023-03-23 14:40:57.064 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2023-03-23 14:40:57.069 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2023-03-23 14:40:57.551 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [.//Hibernate/Hiberntae Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2023-03-23 14:40:57.551 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2023-03-23 14:40:57.557 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2023-03-23 14:40:58.240 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2023-03-23 14:40:58.283 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2023-03-23 14:40:58.285 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2023-03-23 14:40:58.316 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2023-03-23 14:40:58.391 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@20576557
[DEBUG] 2023-03-23 14:40:58.391 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@20576557
[DEBUG] 2023-03-23 14:40:58.391 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@20576557
[DEBUG] 2023-03-23 14:40:58.392 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@a7ad6e5
[DEBUG] 2023-03-23 14:40:58.392 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@475646d4
[DEBUG] 2023-03-23 14:40:58.392 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@687e4c93
[DEBUG] 2023-03-23 14:40:58.393 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@13741d5a
[DEBUG] 2023-03-23 14:40:58.393 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@13741d5a
[DEBUG] 2023-03-23 14:40:58.393 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@13741d5a
[DEBUG] 2023-03-23 14:40:58.394 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@6c6333cd
[DEBUG] 2023-03-23 14:40:58.394 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@6c6333cd
[DEBUG] 2023-03-23 14:40:58.394 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@6c6333cd
[DEBUG] 2023-03-23 14:40:58.395 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@6a937336
[DEBUG] 2023-03-23 14:40:58.395 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@6a937336
[DEBUG] 2023-03-23 14:40:58.395 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@6a937336
[DEBUG] 2023-03-23 14:40:58.401 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@42b6d0cc
[DEBUG] 2023-03-23 14:40:58.401 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@42b6d0cc
[DEBUG] 2023-03-23 14:40:58.406 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@42b6d0cc
[DEBUG] 2023-03-23 14:40:58.408 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@7c8d5312
[DEBUG] 2023-03-23 14:40:58.409 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@7c8d5312
[DEBUG] 2023-03-23 14:40:58.409 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@7c8d5312
[DEBUG] 2023-03-23 14:40:58.410 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@14b0e127
[DEBUG] 2023-03-23 14:40:58.410 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@14b0e127
[DEBUG] 2023-03-23 14:40:58.410 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@14b0e127
[DEBUG] 2023-03-23 14:40:58.420 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@50756c76
[DEBUG] 2023-03-23 14:40:58.421 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@50756c76
[DEBUG] 2023-03-23 14:40:58.421 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@50756c76
[DEBUG] 2023-03-23 14:40:58.423 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@52169758
[DEBUG] 2023-03-23 14:40:58.423 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@52169758
[DEBUG] 2023-03-23 14:40:58.425 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@10dc7d6
[DEBUG] 2023-03-23 14:40:58.445 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@10dc7d6
[DEBUG] 2023-03-23 14:40:58.447 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@35eb4a3b
[DEBUG] 2023-03-23 14:40:58.447 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@35eb4a3b
[DEBUG] 2023-03-23 14:40:58.460 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@26b95b0b
[DEBUG] 2023-03-23 14:40:58.460 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@56afdf9a
[DEBUG] 2023-03-23 14:40:58.461 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@17c2d509
